,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
145,Kip Moore,Somethin' 'Bout A Truck,6Ymvlzom4TQeoKqAWsZRD8,69,0.554,0.794,11,-5.417,1,0.035,0.0697,0.0,0.63,0.79,176.01,213827,4
146,Swagg Dinero,2012,7Ev7swVUzgtDY7OtjcSM4i,14,0.838,0.719,0,-6.481,1,0.236,0.639,0.0,0.428,0.647,134.918,147613,4
147,Deftones,Rosemary,4FEr6dIdH6EqLKR0jB560J,70,0.285,0.613,5,-6.412,1,0.0421,0.0185,0.1,0.114,0.0772,126.628,413347,4
148,Shoes,Tomorrow Night,6vFbNeAZzW0BBJBhlasr6w,23,0.327,0.852,0,-7.265,1,0.0561,0.00332,0.000115,0.219,0.833,144.518,177693,4
149,Kendrick Lamar,m.A.A.d city,2cDCojn6uIBM6A5xTAbl3H,67,0.487,0.729,2,-6.815,1,0.271,0.0538,4.07e-06,0.44,0.217,91.048,350120,4
150,JayDream,Year 22,0htnBRfKa4pWafUTpSCP9v,11,0.718,0.524,1,-8.575,1,0.379,0.631,0.0,0.104,0.573,174.063,135048,4
151,Imagine Dragons,It's Time,6BtmXhTJMM9sBTHeYYASGz,67,0.656,0.884,2,-4.748,1,0.0372,0.0162,0.0,0.145,0.86,105.009,237987,4
152,David Bowie,Five Years - 2012 Remaster,6zeW5zRWkHv02wm1WIWszW,22,0.46,0.326,7,-10.699,1,0.0417,0.142,1.01e-05,0.0449,0.321,152.531,283753,3
153,Rihanna,Stay,1dEy9Pl81QopSxNsPxXQxv,67,0.621,0.31,9,-10.164,0,0.0283,0.945,6.12e-05,0.117,0.125,111.893,240707,4
154,Tia London,2012 (Original Demo),2xlojwg2Hf3lhDJFUOjPKj,10,0.575,0.604,8,-6.058,0,0.0363,0.0565,0.0,0.106,0.231,60.015,251370,4
155,Rihanna,Diamonds,1z9kQ14XBSN0r2v6fx4IdG,68,0.564,0.71,11,-4.92,0,0.0461,0.00125,0.0,0.109,0.393,91.972,225147,4
156,David Bowie,Ziggy Stardust - 2012 Remaster,5Q6g8ZMC8HyKSYj0EUpOhS,22,0.515,0.554,7,-11.616,1,0.0784,0.0478,0.0,0.219,0.509,80.146,193880,4
157,Olly Murs,Troublemaker (feat. Flo Rida),6s8nHXTJVqFjXE4yVZPDHR,75,0.762,0.863,0,-3.689,0,0.0561,0.015,0.0,0.125,0.965,106.012,185587,4
158,Sub Zero,2012,1oN3ZEGz23FAnJP1a3BXDi,32,0.461,0.955,1,-1.012,1,0.33,0.000548,0.212,0.133,0.236,175.236,271543,4
159,Cher Lloyd,Want U Back,6E11E0lT5Zy7yb6iT3y8DN,66,0.694,0.891,9,-2.94,1,0.0949,0.0562,0.0,0.561,0.563,97.939,214573,4
160,Shoes,Too Late,4ExfBQfuuU0v07p428cmLD,20,0.4,0.805,4,-8.267,1,0.0539,0.00471,0.1,0.101,0.872,145.713,163667,4
161,Travis Porter,Ayy Ladies (feat. Tyga),4P6BuLsqtg5uISdE77ypI9,68,0.905,0.782,10,-3.604,0,0.164,0.096,0.0,0.0623,0.798,96.055,211293,4
162,Monstercat,Best of 2012 Album Mix (Part 2),1LRSvR2nPwNssnvoRo6ZB8,7,0.305,0.842,1,-4.69,1,0.23,0.0011,0.00688,0.0869,0.2,173.028,2928752,4
163,Jason Mraz,I Won't Give Up,53QF56cjZA9RTuuMZDrSA6,70,0.483,0.303,4,-10.058,1,0.0429,0.694,0.0,0.115,0.139,133.406,240166,3
164,Armin van Buuren ASOT Radio,I'll Listen (Mix Cut) - Original Mix,72tmgiGrwP6DeIvQ3dp5O2,22,0.417,0.974,2,-6.462,1,0.0435,0.000126,0.543,0.45,0.369,132.017,99960,4
165,The Lumineers,Flowers in Your Hair,3Hvg5tRKsQlX25wYwgMF9p,67,0.67,0.609,7,-10.088,1,0.0333,0.749,6.74e-05,0.227,0.573,127.463,109736,4
166,Jonas Brothers,Year 3000,5g69PzEifpeiX7Ucr92iu8,27,0.659,0.857,11,-5.85,1,0.0437,0.0045,1.93e-06,0.335,0.798,106.965,201960,4
167,Lana Del Rey,Video Games,24jvD83UgLmrdGjhWTFslY,68,0.236,0.249,6,-9.595,0,0.0348,0.811,1e-06,0.087,0.181,72.847,281960,5
168,Edgar Froese,Epsilon In Malaysian Pale - From Solo 1974-1979 / 2012 Remaster,7nHA0urmKXZ4oJmOMn828g,22,0.212,0.31,6,-13.645,0,0.0447,0.973,0.931,0.113,0.0999,67.848,240520,3
169,Crystal Castles,Transgender,26ZzSLUJMmYp5u1hDELEWH,74,0.522,0.914,7,-8.285,1,0.0379,0.000164,0.847,0.24,0.0364,137.939,184760,3
170,Small Faces,I Feel Much Better - 2012 Remaster,186eszVkFJZzhOIzLT5uLL,18,0.499,0.712,10,-8.236,1,0.0727,0.281,1.99e-06,0.123,0.424,127.446,235713,4
171,Grimes,Oblivion,3LGsgpx4TfxhXbr07OFKqs,65,0.697,0.529,2,-8.838,1,0.0338,0.115,0.896,0.0895,0.486,155.974,251267,4
172,60 Watt Kid,2012,6sN2t0yjosq5v3CDCYC58v,5,0.218,0.559,11,-10.54,1,0.0428,0.0445,0.0,0.444,0.102,170.495,257520,4
173,Cigarettes After Sex,Nothing's Gonna Hurt You Baby,3GhsBdS9ulPK3KCdwHRPhG,67,0.509,0.331,4,-14.083,1,0.0267,0.272,0.136,0.114,0.0957,96.848,286293,4
174,David Bowie,Moonage Daydream - 2012 Remaster,3W8FGZsAODJJBRQMwccha6,20,0.56,0.605,11,-11.209,0,0.0348,0.0408,0.000162,0.0585,0.756,144.478,279693,4
175,One Direction,They Don't Know About Us,6M31fPFCYB8Job3MCjjrDV,77,0.514,0.727,0,-6.131,1,0.0492,0.126,0.0,0.0978,0.37,147.917,200400,4
176,WeAreAdrian,2012,0ePTXfqZ4h4W8FyKUIg1fr,15,0.627,0.654,1,-9.241,1,0.32,0.0109,0.0,0.241,0.536,123.843,177711,5
177,Train,50 Ways to Say Goodbye,2NniAhAtkRACaMeYt48xlD,69,0.591,0.935,6,-2.664,1,0.0478,0.000284,0.000278,0.142,0.736,140.043,247947,4
178,David Bowie,Suffragette City - 2012 Remaster,6JJRI7aZEkqdPSL3eYQOhe,18,0.455,0.883,2,-9.159,1,0.0384,0.368,0.0,0.277,0.782,142.638,208413,4
179,Alex G,Mary,5T0Ib1Hjhsua7qbGTczU7j,66,0.693,0.467,4,-9.558,0,0.043,0.0497,0.452,0.107,0.402,105.958,197733,4
180,Otmar Eros,"Year 2016:, Pt. 2",3DfKQFbKLYCnzluGint477,16,0.139,0.0829,0,-20.026,1,0.0822,0.601,0.975,0.0869,0.0363,61.692,144149,4
181,Passion Pit,Take a Walk,4Sfa7hdVkqlM8UW5LsSY3F,69,0.566,0.755,11,-5.526,1,0.0368,0.0338,0.0,0.315,0.445,101.006,264493,4
182,A.K.A. Pella,Everything but the Kitchen Sink,5BXjHd5qr0qRIszDuqJy7t,18,0.472,0.725,0,-6.211,1,0.0497,0.0146,0.0,0.0677,0.505,118.438,357787,4
183,Katy Perry,Last Friday Night (T.G.I.F.),455AfCsOhhLPRc68sE01D8,76,0.649,0.815,3,-3.796,0,0.0415,0.00125,4.31e-05,0.671,0.765,126.03,230747,4
184,Lordofon,2012,2cUyvdcKGp0mk3xsTH8QJ3,43,0.62,0.396,11,-12.054,0,0.124,0.212,1.31e-05,0.0807,0.498,133.982,166941,4
185,Taylor Swift,We Are Never Ever Getting Back Together,0VwNdo84DaVYLIkbVO86ND,75,0.628,0.676,7,-5.911,1,0.0916,0.00957,2.65e-05,0.121,0.75,85.984,193147,4
186,The Dukes of September,Reelin' In The Years - Live,1E5X65dpZTo2sMVse6Zx40,17,0.374,0.766,2,-12.241,1,0.132,0.566,0.0227,0.972,0.619,133.56,418799,4
187,Justin Bieber,Beauty And A Beat,190jyVPHYjAqEaOGmMzdyk,74,0.602,0.843,0,-4.831,1,0.0593,0.000688,5.27e-05,0.0682,0.526,128.003,227987,4
188,That's Outrageous!,Is It 2012 Yet?,5kaIIAQVk7fm0IOuUyxMJz,14,0.631,0.877,11,-7.114,0,0.093,0.0016,0.0,0.217,0.599,133.013,166440,4
189,MARINA,How to Be a Heartbreaker,2sEk5R8ErGIFxbZ7rX6S2S,71,0.69,0.897,11,-4.696,0,0.0506,0.0142,0.0,0.108,0.849,140.05,221493,4
190,Milk & Sugar,Let the Sun Shine 2012 - Tocadisco Remix,6g1wWpgpAG2OhtQqFZbNT3,35,0.717,0.858,4,-6.061,0,0.0456,0.000754,0.828,0.0988,0.157,125.967,356755,4
191,Frank Ocean,Pink Matter,1fOkmYW3ZFkkjIdOZSf596,69,0.392,0.233,11,-11.012,0,0.0587,0.951,0.000322,0.106,0.494,176.569,268813,3
192,Suffused,Year 2008,47VMHA5OTq5Ze9VAKOe84v,6,0.576,0.733,0,-10.896,1,0.034,8.79e-05,0.868,0.1,0.0455,127.007,490131,4
193,The Weeknd,The Morning,6u0dQik0aif7FQlrhycG1L,70,0.652,0.549,6,-7.555,0,0.039,0.317,0.0,0.104,0.186,120.073,312427,4
194,Armin van Buuren ASOT Radio,Suddenly Summer (Mix Cut) - Original Mix,4QctLcdwEgwwdLc8ebDbKe,20,0.499,0.913,7,-5.772,1,0.05,0.000123,0.557,0.312,0.436,132.03,94573,4
195,One Direction,Live While We're Young,6Vh03bkEfXqekWp7Y1UBRb,75,0.663,0.857,2,-2.16,1,0.0544,0.0542,0.0,0.144,0.931,126.039,200213,4
196,Djjaner,The Year 2012,6TXwbQHaNJ1MPklrAbMpyC,0,0.482,0.788,8,-6.876,0,0.034,0.00626,0.00141,0.213,0.214,89.949,109333,4
197,Macklemore & Ryan Lewis,Can't Hold Us (feat. Ray Dalton),22skzmqfdWrjJylampe0kt,77,0.633,0.927,2,-4.468,1,0.0839,0.0267,0.0,0.0986,0.88,146.097,258432,4
198,David Bowie,"John, I'm Only Dancing - Sax Version; 2012 Remaster",2Jm0xXjnsQccN2nkT1gbUs,19,0.267,0.62,0,-12.765,1,0.0475,0.0625,1.29e-06,0.062,0.658,159.979,165540,4
199,Lord Huron,Ends of the Earth,4yyg2J2uXOjCtCyT64984C,68,0.555,0.584,4,-8.667,1,0.0301,0.274,0.0228,0.254,0.41,120.965,284147,4
200,A.K.A. Pella,Siman Tov,3OhHjw7BdTVGyL1BqZHmTz,17,0.645,0.597,10,-7.394,1,0.0513,0.0256,0.0,0.117,0.467,92.946,209253,4
201,Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),6CjtS2JZH9RkDz5UVInsa9,75,0.781,0.526,6,-6.986,0,0.293,0.0633,0.0,0.0457,0.665,94.993,235613,4
202,Bausa,2012,6bM4daGlfZHtKMQp8tEqVz,56,0.805,0.619,5,-7.907,0,0.0771,0.218,0.0,0.114,0.476,98.995,170200,4
203,Pierce The Veil,Bulls In The Bronx,23UoI3jlFiWdo5jadUYo69,67,0.472,0.925,6,-3.545,0,0.15,0.000394,0.000528,0.0826,0.338,159.989,267867,4
204,Edgar Froese,Maroubra Bay - 2012 Remaster,2ldvSITid5A6zH2HtVwf9r,16,0.201,0.305,4,-17.768,1,0.0429,0.948,0.893,0.125,0.0326,122.87,1020787,4
205,Easton Corbin,All Over The Road,6XD3HMATLswheYevIfKkSi,66,0.491,0.841,5,-3.579,1,0.0421,0.0471,0.0,0.0886,0.721,199.851,163067,4
206,Suffused,Year 2008 - Alfoa Remix,4QZwaSq2jMOg5CXBX4doeW,6,0.656,0.755,2,-8.491,1,0.0368,0.00254,0.845,0.259,0.146,127.019,529408,4
207,Katy Perry,Firework,4lCv7b86sLynZbXhfScfm2,72,0.638,0.826,8,-4.968,1,0.0479,0.139,0.0,0.0803,0.649,124.072,227880,4
208,Teen Suicide,New Years Eve (2012 demo),6nButV01Bdu7Y3Zvt0QAev,11,0.288,0.421,4,-6.422,1,0.0328,0.387,0.786,0.158,0.648,91.168,99393,4
209,One Direction,Kiss You,4My8w8AA1JpG6E5SiAPvJL,74,0.637,0.93,4,-2.632,1,0.0511,0.0177,0.0,0.452,0.886,90.014,182867,4
210,Otmar Eros,"Year 2016:, Pt. 1",48Mk9nvXiHZ9eSDqkX8sSZ,17,0.474,0.0185,10,-31.5,1,0.0524,0.989,0.925,0.0601,0.0227,75.068,59443,3
211,Joey Bada$$,Survival Tactics,4pNT8XTKWb2vhcsqwzdXCT,68,0.53,0.843,1,-2.271,1,0.39,0.428,0.0,0.164,0.919,199.946,202785,4
212,Armin van Buuren ASOT Radio,The Year Of Two (Mix Cut) - Intro,2sBV7dsN04f4QhiFOlebm7,15,0.336,0.616,10,-11.676,0,0.0772,0.00772,2.44e-05,0.776,0.246,85.361,89827,4
213,Tame Impala,Elephant,6qZjm61s6u8Ead9sWxCDro,71,0.598,0.553,9,-6.742,0,0.0397,0.562,0.157,0.257,0.533,123.075,211227,4
214,Suffused,Year 2008 - Ultimate Progress Late Night Mix,6v4F3hkMO3SfZop49ZQGhN,7,0.632,0.768,11,-8.94,0,0.0363,0.0218,0.829,0.0997,0.107,123.987,565166,4
215,Justin Bieber,Boyfriend,3UGIZ8qcrMTwzLbx6Kttqt,73,0.717,0.55,10,-6.019,0,0.0521,0.0358,0.00196,0.126,0.332,96.976,171333,4
216,A.K.A. Pella,"Halaila aka ""Night"" Rider",1ZxAHlmER5WzhOYGoQCqpV,16,0.752,0.877,7,-6.634,1,0.0578,0.0351,0.0,0.0863,0.595,112.0,172960,4
217,Justin Bieber,Beauty And A Beat,6QFCMUUq1T2Vf5sFUXcuQ7,72,0.601,0.843,0,-4.87,1,0.0593,0.000704,5.27e-05,0.0681,0.534,128.002,227987,4
218,Alex Goot,2012,7uAre7JueIn4GNbbw4Dq6f,12,0.562,0.665,0,-5.548,1,0.0286,0.28,0.0,0.126,0.526,127.036,197251,4
219,Tyga,Rack City,0srwKuJPH8yBzzFUJMBQM2,65,0.929,0.339,1,-10.881,1,0.371,0.0373,1.96e-05,0.187,0.273,98.986,203200,4
220,Keith Emerson,Tarkus (i. Eruption / ii. Stones of Years / iii. Iconoclast / iv. Mass / v. Manticore / vi. Battlefield / vii. Aquatarkus) [2012 Remastered Version],53XV0umjeHpsobMTPzcwc3,17,0.456,0.566,5,-11.494,1,0.0466,0.0148,0.084,0.118,0.465,131.654,1238240,4
221,Mac Miller,Fight the Feeling,2w9htZtkcbR48NCWzXjfvb,67,0.569,0.881,11,-5.873,0,0.365,0.111,0.0,0.655,0.811,148.067,301769,4
222,Brennan Heart,We Can Escape (Intents Anthem 2012),3OVuovww8qlRTlZXlKAE14,32,0.57,0.897,2,-6.187,0,0.0418,0.00593,1.19e-05,0.0919,0.0815,149.978,166400,4
223,Sleeping At Last,Turning Page,2kfGoV9a5dbSKCNmUWH2ZF,71,0.307,0.371,3,-8.498,1,0.0288,0.923,0.0253,0.11,0.189,115.241,255893,3
224,Fly By Nightcore,2012 (It Ain't The End),08RRC7mxvF8Ie4FHgyFfPW,6,0.399,0.731,3,-4.388,1,0.0391,0.357,0.0,0.13,0.53,75.63,166527,4
225,Dierks Bentley,5-1-5-0,2WKCH4ISejDV9ad7iPp5XU,65,0.554,0.849,1,-5.181,0,0.0357,0.0246,0.000233,0.31,0.683,116.992,182893,4
226,A.K.A. Pella,Gummy Bear 2.0,66PfgiQ3aYBQFEz6xJHiai,15,0.845,0.481,11,-6.498,0,0.0537,0.0121,0.000504,0.0898,0.735,128.048,179760,4
227,One Direction,One Thing,5G2c6FsfTzgYUzageCmfXY,73,0.713,0.718,2,-3.806,1,0.0278,0.00233,0.0,0.0838,0.656,126.999,197600,4
228,Prozak,2012,0dWkxutU3uqvKEn5BvacGL,10,0.445,0.822,9,-7.436,1,0.433,0.125,0.0,0.236,0.663,83.201,261102,4
229,Kendrick Lamar,Money Trees,0AOvNRgl0SMfOibWA5bP8o,65,0.716,0.531,7,-7.355,1,0.122,0.0703,0.0,0.224,0.344,71.994,386907,4
230,Paul Simon,"Still Crazy After All These Years - Live at Hyde Park, London, UK - July 2012",3EH0f8p6ixeN0agJCSZz9R,16,0.23,0.466,0,-10.252,1,0.0455,0.211,2.06e-05,0.978,0.244,79.686,251400,5
231,Zedd,Stay The Night - Featuring Hayley Williams Of Paramore,2QtJA4gbwe1AcanB2p21aP,65,0.596,0.738,8,-3.109,1,0.0411,0.109,0.0,0.0947,0.461,127.961,217347,4
232,Suffused,Year 2008 - Silinder Remix,0HP9v9unRQ4fvp9dP0zDx5,6,0.685,0.796,9,-5.732,0,0.0485,0.0003,0.819,0.25,0.173,123.011,441381,4
233,Victorious Cast,Take A Hint,1T20tqHKrePjszGOdbFOEd,65,0.727,0.86,3,-2.712,1,0.0641,0.00443,0.0,0.0718,0.747,133.995,154000,4
234,Small Faces,Get Yourself Together - 2012 Remaster,3GbKCUyRSmQeArTjc1Ndvo,15,0.609,0.808,2,-7.559,1,0.0432,0.272,4.06e-06,0.11,0.555,127.912,136469,4
235,Florida Georgia Line,Round Here,5T6DM9qjjngWnukcw0svkX,64,0.523,0.954,1,-3.051,1,0.0374,0.00385,1.65e-06,0.243,0.901,141.982,215120,4
236,Suffused,Year 2008 - Timewave Remix,4DnuS2B49Op99i4EhPdXrQ,6,0.554,0.807,9,-7.823,1,0.0385,0.0717,0.93,0.0967,0.257,126.98,523465,4
237,Katy Perry,Part Of Me,6yARPLK0PV4heEyh7pVMGz,68,0.667,0.922,5,-4.645,1,0.0353,0.000354,0.0,0.0867,0.761,130.01,216160,4
238,A.K.A. Pella,Happy Chanukah! Style,6xwUGSfpQxkgy79XhyjUFN,14,0.795,0.697,6,-8.04,0,0.0664,0.00149,9.71e-06,0.113,0.607,131.993,220653,4
239,Miguel,How Many Drinks?,5ctk3VJoHoURSiwkCJn2bf,64,0.379,0.608,0,-7.011,0,0.134,0.00311,0.000614,0.248,0.241,81.822,272987,4
240,3OH!3,Love 2012,0MS3po8mMfrdJQA5EQ9682,7,0.582,0.844,1,-5.468,1,0.145,0.00815,2.51e-05,0.082,0.414,122.994,236120,4
241,Rihanna,Pour It Up,76VtA90NKurNqaQpV126Ue,65,0.785,0.478,2,-8.735,1,0.0419,0.0254,0.0,0.0901,0.39,134.002,161200,4
242,Kid Rock,Happy New Year,27FwNFhPfnc6a65W3ieg3t,10,0.548,0.727,11,-4.226,1,0.059,0.0482,2.3e-06,0.141,0.508,184.103,214280,4
243,Linkin Park,BURN IT DOWN,7oVEtyuv9NBmnytsCIsY5I,74,0.585,0.972,9,-4.45,0,0.0534,0.0143,0.0,0.0707,0.585,110.006,230253,4
244,Jay Sean,2012 (It Ain't The End),1JpUv9JImr6BQheA0gKSME,28,0.716,0.795,0,-2.708,1,0.0395,0.201,0.0,0.423,0.527,126.974,222200,4
245,Owl City,"When Can I See You Again? - From ""Wreck-It Ralph""/Soundtrack Version",5ZkAx8zjLiSs1nMmBwJoZS,67,0.638,0.831,11,-6.812,0,0.081,0.0263,0.0,0.0491,0.388,127.975,218093,4
246,Jaytech,Stranger (Mix Cut) - Kyau & Albert Remix,21c3995ZKKMuJ8DeROMPSp,16,0.608,0.799,10,-6.058,0,0.0426,0.000535,0.176,0.124,0.628,130.028,73853,3
247,Taylor Swift,22,6ce41JVa6KFaryfmC2bu2W,71,0.661,0.729,7,-6.561,1,0.0376,0.00215,0.0013,0.0477,0.668,103.987,232120,4
248,Suffused,Year 2008 - Rich Curtis Remix,6YGlGY9QgHM4XjABkQn6lC,5,0.781,0.569,7,-10.444,1,0.173,0.006,0.887,0.151,0.112,124.009,681532,4
249,Alex G,Advice,2XwcKJW9Q0gaDIZzg0dKQt,64,0.356,0.611,10,-5.71,1,0.0289,0.000183,0.867,0.127,0.272,170.073,157973,4
250,Edwin Yearwood,Good Time,5quSAQLkFouHnkz9n06xxx,14,0.711,0.939,5,-4.27,1,0.0419,0.0649,0.0105,0.0478,0.936,121.006,267187,4
251,Pierce The Veil,Hell Above,3EKh7JNsBrGoh2xqPotBKT,66,0.48,0.977,6,-1.993,1,0.117,0.000463,2.82e-06,0.355,0.331,129.999,223547,4
252,Piano Project,One More Night,2Fgmun54Tt1lDfHOssxlVE,12,0.652,0.435,10,-16.496,1,0.0508,0.979,0.897,0.0954,0.523,94.977,134536,4
253,P!nk,Try,1jF7IL57ayN4Ity3jQqGu0,77,0.674,0.628,2,-7.079,1,0.03,0.00144,0.0,0.0944,0.552,103.998,247907,4
254,DJ Nas'D,Gitfire,3Lzq7v52evHVuQ9hyJtVXI,20,0.639,0.795,2,-6.669,1,0.155,0.00206,0.837,0.228,0.353,115.003,204920,4
255,Florida Georgia Line,Get Your Shine On,6s9ICeczYOfbHHIaSMq9jd,64,0.497,0.927,0,-4.52,1,0.0371,0.00286,1.26e-06,0.413,0.607,96.991,222013,4
256,Thousand Foot Krutch,Courtesy Call,0AOmbw8AwDnwXhHC3OhdVB,72,0.531,0.638,11,-5.145,0,0.0809,0.00409,0.0,0.0822,0.445,164.079,236898,4
257,David Bowie,Rock 'n' Roll Suicide - 2012 Remaster,733ul4NUqU5KkBFwOjyB78,17,0.457,0.308,0,-11.474,1,0.0398,0.309,1.64e-06,0.107,0.271,103.11,178266,3
258,Black Veil Brides,In The End,1RTYixE1DD3g3upEpmCJpa,69,0.442,0.939,8,-4.18,1,0.0941,0.000183,0.00589,0.0857,0.27,140.021,228280,4
259,Lupe Fiasco,Battle Scars (with Guy Sebastian),1hWYT0w2R0J19rlVkiez7X,69,0.517,0.811,5,-4.526,0,0.286,0.186,0.0,0.105,0.494,168.269,250320,4
260,David Bowie,"John, I'm Only Dancing - Original Single Version, 2012 Remaster",1Fs3ztVolcf5DPV5vIXt5z,15,0.448,0.517,11,-12.778,0,0.0594,0.00741,0.00247,0.126,0.736,153.656,166787,4
261,Adele,Skyfall,6VObnIkLVruX4UVyxWhlqm,76,0.346,0.552,0,-6.864,0,0.0282,0.417,0.0,0.114,0.0789,75.881,286480,4
262,DJ Muggs,2012,4SoOdkl0r3hZ83sBTplmxF,18,0.574,0.711,7,-7.366,1,0.262,0.113,0.0,0.181,0.698,96.629,230427,4
263,Frank Ocean,Forrest Gump,4YZbVct8l9MnAVIROnLQdx,67,0.701,0.417,6,-7.818,0,0.0329,0.0888,0.000648,0.375,0.186,95.003,194840,4
264,David Bowie,Soul Love - 2012 Remaster,5ny6vuOvO9tfzLTaQJGWMO,14,0.573,0.404,2,-12.142,1,0.0626,0.0579,1.52e-06,0.217,0.709,72.906,214198,4
265,Romeo Santos,Promise (feat. Usher),0jr6tT2vc4cIFPHb6wufG3,69,0.764,0.739,1,-6.422,1,0.0574,0.403,0.0,0.0821,0.77,132.995,252253,4
266,3BallMTY,Inténtalo (feat. América Sierra & El Bebeto),61aPpbJMAD5BjWkiHeX9R6,68,0.792,0.917,9,-5.01,1,0.0686,0.215,3.28e-05,0.061,0.966,131.895,193533,4
267,David Bowie,It Ain't Easy - 2012 Remaster,3Z76jHENVIZSwIKpuIubQZ,13,0.503,0.279,2,-12.755,1,0.0281,0.0174,0.0,0.214,0.177,133.558,177775,4
268,The Wanted,Glad You Came,3AGOgQzp0YcPH41u9p7dOp,64,0.61,0.841,7,-4.579,0,0.0692,0.056,9.85e-06,0.118,0.431,126.889,198187,4
269,Calvin Harris,Sweet Nothing (feat. Florence Welch),24LS4lQShWyixJ0ZrJXfJ5,72,0.573,0.929,8,-3.942,0,0.109,0.197,0.000112,0.0567,0.582,127.934,212560,4
270,Abstract Vision,Kinetic (Mix Cut) - Original Mix,4xFE4KVUBnKtz2Qkl2r6R0,14,0.495,0.975,6,-6.361,0,0.0646,2.96e-05,0.912,0.0679,0.691,132.019,72747,4
271,Carrie Underwood,Blown Away,0vFMQi8ZnOM2y8cuReZTZ2,64,0.531,0.843,9,-2.569,0,0.0429,0.0909,0.0,0.0283,0.392,136.991,240133,4
272,Chaos TV,2012 Chevy,2yOgmNJ0Q35h5rCXBCbT7E,11,0.623,0.295,5,-13.323,0,0.302,0.7,0.0164,0.317,0.76,125.52,108469,4
273,Jason Aldean,When She Says Baby,3gVRILe7XCyNakb6sy5umX,63,0.673,0.76,0,-5.126,1,0.0361,0.0682,0.000116,0.309,0.807,113.063,171120,4
274,David Bowie,Lady Stardust - 2012 Remaster,2c8QYIY4n2KvR1i8uEoswD,14,0.593,0.368,9,-12.257,1,0.0337,0.615,0.0,0.0905,0.484,128.8,201427,4
275,The Taxpayers,I Love You Like An Alcoholic,7u63zva845rv8tRFi9FG8a,68,0.61,0.424,4,-6.489,0,0.0311,0.384,0.000148,0.11,0.207,108.416,215933,4
276,Halestorm,I Miss the Misery,3gmEzilP9BzF45wIMvA16l,63,0.469,0.969,0,-2.219,1,0.0589,0.009,1.11e-05,0.346,0.476,164.042,183507,4
277,Gareth Emery,Concrete Angel - Radio Edit,3x5mJo8UNdURB0TTVp0aWw,10,0.631,0.882,7,-5.166,1,0.0419,0.012,0.0056,0.155,0.544,130.005,235025,4
278,Taylor Swift,I Knew You Were Trouble.,72jCZdH0Lhg93z6Z4hBjgj,63,0.622,0.469,3,-6.798,0,0.0363,0.00454,2.25e-06,0.0398,0.679,77.019,217973,4
279,One Direction,Little Things,0TAmnCzOtqRfvA38DDLTjj,75,0.709,0.22,7,-11.856,1,0.0327,0.811,0.0,0.175,0.53,110.076,219040,4
280,A.K.A. Pella,Cutting Room Floor/ Outtakes,5pRFjXeVjadjJPjgzaWIFY,12,0.707,0.49,1,-10.358,1,0.926,0.146,0.0,0.626,0.585,111.702,165907,3
281,Katy Perry,The One That Got Away,3oL3XRtkP1WVbMxf7dtTdu,72,0.687,0.792,1,-4.023,0,0.0353,0.000802,0.0,0.2,0.864,133.962,227333,4
282,Wiegel Meirmans Snitker,Nova Zembla (Mix Cut) - Armin van Buuren Remix,1sOO1WorPdgo8R8qfFu8mU,13,0.47,0.968,11,-5.248,0,0.0435,0.000403,0.832,0.327,0.3,131.985,87280,4
283,PSY,Gangnam Style (강남스타일),03UrZgTINDqvnUMbbIMhql,74,0.727,0.937,11,-2.871,0,0.286,0.00417,0.0,0.091,0.749,132.067,219493,4
284,King Kelechi,2012,13P0X1vGISsraHMl65QZQe,11,0.372,0.645,11,-14.712,1,0.129,0.00802,0.688,0.307,0.357,130.026,143817,4
285,Bridgit Mendler,Hurricane,7gQ5c5HY6zMsIck6QLY9dJ,69,0.757,0.825,7,-4.062,0,0.0701,0.0398,2.63e-06,0.0798,0.446,95.01,243987,4
286,Shoes,She Satisfies,7bMSmqA7uFhWW5d8ADj0J9,12,0.578,0.81,2,-8.446,1,0.0297,0.00533,4.92e-05,0.19,0.881,132.041,179347,4
287,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),4kte3OcW800TPvOVgrLLj8,70,0.658,0.677,5,-6.628,1,0.0393,0.248,0.0,0.368,0.248,124.91,251627,4
288,QENDI,Year,2xq1cIv5Jwto36mAEFXm7f,23,0.563,0.041,6,-24.98,0,0.0449,0.994,0.824,0.109,0.0992,74.92,105987,4
289,Kanye West,Clique,65rRB2mspD309xE6YimZTl,67,0.66,0.539,9,-5.947,0,0.324,0.0534,0.0,0.222,0.307,109.318,293613,5
290,Wildstylez,Year Of Summer,5QM1J23EeWRooSIpAoLQ88,27,0.607,0.877,9,-5.786,0,0.0503,0.167,0.0141,0.0822,0.53,149.932,232000,4
291,The Weeknd,High For This,5fohLPNqO6TqwrZ7BoUWUT,71,0.465,0.403,11,-8.895,0,0.0755,0.744,0.000667,0.0777,0.0687,74.95,247227,4
292,BPR,Year 2000,2JvBtZGXmCbQmZHMNuXzTv,9,0.768,0.726,8,-11.553,0,0.619,0.133,0.0,0.375,0.812,174.292,259933,4
