artist_name,artist_genre,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Pierce The Veil,"['metalcore', 'modern rock', 'pop punk', 'rock']",A Match Into Water,54MXF9I8s3DuiQo3g0gZ5k,70,0.371,0.979,1,-2.701,1,0.144,0.0002,3.67e-06,0.516,0.473,196.058,212547,4
Party Favor,"['bass trap', 'edm', 'electro house', 'electronic trap', 'pop dance']",2012 - 4B Remix,302iynk49N24Fk9DPlaqbg,16,0.629,0.935,1,-4.336,1,0.0472,0.00893,0.892,0.166,0.814,150.036,166400,4
MARINA,"['dance pop', 'electropop', 'metropopolis', 'pop', 'uk alternative pop']",Primadonna,4sOX1nhpKwFWPvoMMExi3q,75,0.66,0.689,4,-2.671,0,0.0337,0.0884,0.0,0.0922,0.427,127.98,221075,4
Robin Trower,"['album rock', 'art rock', 'blues rock', 'british blues', 'classic rock', 'country rock', 'electric blues', 'hard rock', 'modern blues', 'psychedelic rock', 'rock', 'southern rock']",Farther on up the Road - 2012 Remaster,0Vr4xk4VSjnqsTPIUDRKD0,22,0.48,0.918,1,-6.584,1,0.171,0.0378,0.000392,0.24,0.766,115.498,155227,4
Katy Perry,"['dance pop', 'pop', 'post-teen pop']",California Gurls,6tS3XVuOyu10897O3ae7bi,75,0.791,0.754,0,-3.729,1,0.0569,0.00446,0.0,0.163,0.425,125.014,234653,4
Chico Rose,"['covertronica', 'edm', 'electro house', 'pop dance', 'pop edm', 'slap house', 'tropical house']",2012,1ocrnORusQhVsXaPzFJvY6,14,0.545,0.99,1,-2.756,1,0.0347,0.00368,0.738,0.283,0.142,127.993,174400,4
Taylor Swift,['pop'],I Knew You Were Trouble.,6FB3v4YcR57y4tXFcdxI1E,78,0.622,0.469,3,-6.798,0,0.0363,0.00454,2.25e-06,0.0335,0.679,77.019,219720,4
Pegboard Nerds,"['brostep', 'danish electronic', 'edm', 'electro house', 'gaming edm', 'glitch', 'speedrun']",Shaku - 2012,4IkBL9EAnfsMiiwQDYFyFE,23,0.718,0.98,1,-3.438,0,0.0491,0.0023,0.0995,0.0962,0.734,140.001,203777,4
Chief Keef,"['chicago bop', 'chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'viral rap']",Hate Bein' Sober,2oHM9KAdFdFvDCaE4V6RST,72,0.82,0.47,8,-7.181,1,0.0458,0.00435,0.0,0.141,0.313,132.003,280173,4
LijahT,[],2012,2I1Mxeo5OyJNJTFAWWZftR,2,0.871,0.553,6,-7.981,0,0.319,0.16,0.0,0.129,0.417,93.949,208414,4
Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",m.A.A.d city,439TlnnznSiBbQbgXiBqAd,68,0.487,0.729,2,-6.815,1,0.271,0.0538,4.07e-06,0.44,0.217,91.048,350120,4
A.K.A. Pella,['jewish pop'],Gummy Bear,5sWxerX7ckE7Kw5ZdfU6a5,23,0.851,0.497,11,-6.742,0,0.0542,0.0437,7.9e-05,0.0769,0.868,128.001,177920,3
Flo Rida,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",Whistle,3bC1ahPIYt1btJzSSEyyrF,78,0.747,0.937,0,-5.746,1,0.0453,0.0208,0.0,0.29,0.739,103.976,224653,4
Schlish,['dmv rap'],2012,209rtLshXoPhSYzEqv3Km6,17,0.791,0.493,1,-12.306,1,0.39,0.172,0.0,0.232,0.433,122.493,128549,4
Bridgit Mendler,"['dance pop', 'pop', 'post-teen pop']",Ready or Not,5xvUgoVED1F4mBu8FL0HaW,74,0.715,0.872,2,-3.835,1,0.0509,0.00351,3.84e-05,0.107,0.748,93.043,200947,4
A.K.A. Pella,['jewish pop'],Heyma,4PWsZdEbqnat8HQAA31aW7,23,0.731,0.675,0,-5.726,1,0.12,0.19,0.0,0.136,0.875,160.104,181200,4
Imagine Dragons,"['modern rock', 'rock']",On Top Of The World,6KuHjfXHkfnIjdmcIvt9r0,68,0.635,0.926,0,-5.589,1,0.151,0.0893,4.53e-06,0.0928,0.761,100.048,189840,4
Evolove,['gothic alternative'],2012,4AAfIkAQ5heLZHkLfow6xG,16,0.536,0.778,2,-4.784,0,0.0485,0.0176,0.0,0.0863,0.39,142.073,204027,4
Rihanna,"['barbadian pop', 'dance pop', 'pop', 'urban contemporary']",Stay - Album Version (Edited),789CxjEOtO76BVD1A9yJQH,69,0.621,0.31,9,-10.164,0,0.0283,0.945,6.12e-05,0.117,0.125,111.893,240707,4
Small Faces,"['blues rock', 'british blues', 'british invasion', 'bubblegum pop', 'classic rock', 'classic uk pop', 'folk rock', 'freakbeat', 'merseybeat', 'protopunk', 'psychedelic rock', 'rock']",Tin Soldier - 2012 Remaster,6ZTEifAapHJdvby7RxRJqo,29,0.353,0.624,9,-10.294,1,0.0323,0.0599,3.6e-06,0.33,0.455,115.046,199583,4
Swedish House Mafia,"['edm', 'pop', 'pop dance', 'progressive electro house']",Don't You Worry Child - Radio Edit,2V65y3PX4DkRhy1djlxd9p,79,0.612,0.84,11,-3.145,0,0.0509,0.112,0.0,0.116,0.438,129.042,212862,4
The YChromes,[],Best of 2012,1W3SkHWBLDn9mRxs2u5NDB,1,0.37,0.278,11,-10.742,1,0.0308,0.594,0.0,0.221,0.323,102.029,197704,4
The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",Wicked Games,6VwBbL8CzPiC4QV66ay7oR,73,0.658,0.591,9,-5.197,1,0.0309,0.00959,5.27e-06,0.325,0.326,114.078,323747,4
A.K.A. Pella,['jewish pop'],Hang Up the Payphone,6rifmqTgTY2S5NAtClfF4x,21,0.855,0.63,6,-7.112,0,0.104,0.0287,0.0,0.133,0.469,116.997,233800,4
Kid Cudi,"['hip hop', 'ohio hip hop', 'rap']",Pursuit Of Happiness - Extended Steve Aoki Remix,5PX4uS1LqlWEPL69phPVQQ,76,0.722,0.687,0,-5.189,1,0.0556,0.00949,0.00413,0.0462,0.619,128.013,373627,4
Tribal Theory,"['jawaiian', 'reggae rock']",2012,3tPK4efK8wQPdFQwvu85Vk,8,0.704,0.684,9,-6.711,0,0.0641,0.0319,0.0,0.0406,0.705,153.013,294034,4
Flo Rida,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",Good Feeling,2LEF1A8DOZ9wRYikWgVlZ8,77,0.706,0.89,1,-4.444,0,0.0688,0.0588,0.00286,0.306,0.684,128.011,248133,4
Small Faces,"['blues rock', 'british blues', 'british invasion', 'bubblegum pop', 'classic rock', 'classic uk pop', 'folk rock', 'freakbeat', 'merseybeat', 'protopunk', 'psychedelic rock', 'rock']",Lazy Sunday - 2012 Remaster,2HVE1zWqkWiES5XZs1uuOq,32,0.585,0.561,2,-9.784,1,0.0582,0.112,0.00013,0.689,0.292,134.053,182851,4
Miguel,"['dance pop', 'pop', 'r&b', 'urban contemporary']",Adorn,25cUhiAod71TIQSNicOaW3,67,0.625,0.576,11,-5.693,0,0.175,0.0543,4.07e-05,0.187,0.235,179.063,193147,4
jimbo,[],2012,5jBVqfyWjPcVELvcPUASoZ,24,0.552,0.506,1,-12.519,1,0.215,0.0998,8.48e-06,0.176,0.194,93.705,141333,4
Frank Ocean,"['hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']",Pyramids,4QhWbupniDd44EDtnh2bFJ,71,0.4,0.65,5,-6.104,0,0.0466,0.0118,7.62e-05,0.791,0.15,107.989,592920,4
Shoes,"['modern power pop', 'power pop', 'pub rock', 'underground power pop']",Tomorrow Night,6vFbNeAZzW0BBJBhlasr6w,22,0.327,0.852,0,-7.265,1,0.0561,0.00332,0.000115,0.219,0.833,144.518,177693,4
Deftones,"['alternative metal', 'nu metal', 'rap metal', 'rock', 'sacramento indie']",Rosemary,4FEr6dIdH6EqLKR0jB560J,70,0.285,0.613,5,-6.412,1,0.0421,0.0185,0.1,0.114,0.0772,126.628,413347,4
Gossip,"['alternative dance', 'electroclash', 'electropop', 'new rave', 'olympia wa indie']",2012,5Ag4eBaKZxPHwEpUHSPonJ,20,0.666,0.718,0,-3.877,1,0.0383,0.000194,0.133,0.0913,0.909,150.782,228827,4
Kip Moore,"['contemporary country', 'country', 'country road', 'modern country rock']",Somethin' 'Bout A Truck,6Ymvlzom4TQeoKqAWsZRD8,68,0.554,0.794,11,-5.417,1,0.035,0.0697,0.0,0.63,0.79,176.01,213827,4
A.K.A. Pella,['jewish pop'],TGIF 3,4tCokCmOWOtKM2YxPCW1yd,21,0.497,0.659,5,-8.769,0,0.0502,0.0478,5.03e-06,0.351,0.275,123.126,309800,4
Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",m.A.A.d city,2cDCojn6uIBM6A5xTAbl3H,67,0.487,0.729,2,-6.815,1,0.271,0.0538,4.07e-06,0.44,0.217,91.048,350120,4
Mike Candys,"['edm', 'pop dance', 'pop house']",2012 (If the World Would End) - Radio Mix,4a2Esph5YpP8TRQ1JLGK72,19,0.737,0.846,9,-5.416,1,0.103,0.115,0.0,0.0946,0.399,127.972,166963,4
Imagine Dragons,"['modern rock', 'rock']",It's Time,6BtmXhTJMM9sBTHeYYASGz,67,0.656,0.884,2,-4.748,1,0.0372,0.0162,0.0,0.145,0.86,105.009,237987,4
David Bowie,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",Five Years - 2012 Remaster,6zeW5zRWkHv02wm1WIWszW,22,0.46,0.326,7,-10.699,1,0.0417,0.142,1.01e-05,0.0449,0.321,152.531,283753,3
Rihanna,"['barbadian pop', 'dance pop', 'pop', 'urban contemporary']",Stay,1dEy9Pl81QopSxNsPxXQxv,67,0.621,0.31,9,-10.164,0,0.0283,0.945,6.12e-05,0.117,0.125,111.893,240707,4
Monstercat,[],Best of 2012 Album Mix (Part 2),1LRSvR2nPwNssnvoRo6ZB8,7,0.305,0.842,1,-4.69,1,0.23,0.0011,0.00688,0.0869,0.2,173.028,2928752,4
Rihanna,"['barbadian pop', 'dance pop', 'pop', 'urban contemporary']",Diamonds,1z9kQ14XBSN0r2v6fx4IdG,68,0.564,0.71,11,-4.92,0,0.0461,0.00125,0.0,0.109,0.393,91.972,225147,4
David Bowie,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",Ziggy Stardust - 2012 Remaster,5Q6g8ZMC8HyKSYj0EUpOhS,21,0.515,0.554,7,-11.616,1,0.0784,0.0478,0.0,0.219,0.509,80.146,193880,4
Olly Murs,"['dance pop', 'neo mellow', 'pop', 'pop dance', 'post-teen pop', 'talent show', 'uk pop']",Troublemaker (feat. Flo Rida),6s8nHXTJVqFjXE4yVZPDHR,75,0.762,0.863,0,-3.689,0,0.0561,0.015,0.0,0.125,0.965,106.012,185587,4
Tia London,['pop r&b'],2012 (Original Demo),2xlojwg2Hf3lhDJFUOjPKj,10,0.575,0.604,8,-6.058,0,0.0363,0.0565,0.0,0.106,0.231,60.015,251370,4
Cher Lloyd,"['dance pop', 'electropop', 'pop', 'post-teen pop', 'talent show', 'uk pop']",Want U Back,6E11E0lT5Zy7yb6iT3y8DN,66,0.694,0.891,9,-2.94,1,0.0949,0.0562,0.0,0.561,0.563,97.939,214573,4
Shoes,"['modern power pop', 'power pop', 'pub rock', 'underground power pop']",Too Late,4ExfBQfuuU0v07p428cmLD,20,0.4,0.805,4,-8.267,1,0.0539,0.00471,0.1,0.101,0.872,145.713,163667,4
The Lumineers,"['folk-pop', 'stomp and holler']",Flowers in Your Hair,3Hvg5tRKsQlX25wYwgMF9p,67,0.67,0.609,7,-10.088,1,0.0333,0.749,6.74e-05,0.227,0.573,127.463,109736,4
Swagg Dinero,"['chicago drill', 'chicago rap']",2012,7Ev7swVUzgtDY7OtjcSM4i,13,0.838,0.719,0,-6.481,1,0.236,0.639,0.0,0.428,0.647,134.918,147613,4
Travis Porter,"['atl hip hop', 'dirty south rap', 'futuristic swag', 'pop rap', 'rap', 'southern hip hop', 'trap', 'viral rap']",Ayy Ladies (feat. Tyga),4P6BuLsqtg5uISdE77ypI9,68,0.905,0.782,10,-3.604,0,0.164,0.096,0.0,0.0623,0.798,96.055,211293,4
Armin van Buuren ASOT Radio,[],I'll Listen (Mix Cut) - Original Mix,72tmgiGrwP6DeIvQ3dp5O2,22,0.417,0.974,2,-6.462,1,0.0435,0.000126,0.543,0.45,0.369,132.017,99960,4
Jason Mraz,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']",I Won't Give Up,53QF56cjZA9RTuuMZDrSA6,70,0.483,0.303,4,-10.058,1,0.0429,0.694,0.0,0.115,0.139,133.406,240166,3
JayDream,[],Year 22,0htnBRfKa4pWafUTpSCP9v,10,0.718,0.524,1,-8.575,1,0.379,0.631,0.0,0.104,0.573,174.063,135048,4
Lana Del Rey,"['art pop', 'pop']",Video Games,24jvD83UgLmrdGjhWTFslY,68,0.236,0.249,6,-9.595,0,0.0348,0.811,1e-06,0.087,0.181,72.847,281960,5
Edgar Froese,"['berlin school', 'krautrock']",Epsilon In Malaysian Pale - From Solo 1974-1979 / 2012 Remaster,7nHA0urmKXZ4oJmOMn828g,21,0.212,0.31,6,-13.645,0,0.0447,0.973,0.931,0.113,0.0999,67.848,240520,3
Grimes,"['art pop', 'canadian electropop', 'dance pop', 'grave wave', 'indietronica', 'metropopolis', 'pop']",Oblivion,3LGsgpx4TfxhXbr07OFKqs,65,0.697,0.529,2,-8.838,1,0.0338,0.115,0.896,0.0895,0.486,155.974,251267,4
Sub Zero,"['jump up', 'uk dnb']",2012,1oN3ZEGz23FAnJP1a3BXDi,32,0.461,0.955,1,-1.012,1,0.33,0.000548,0.212,0.133,0.236,175.236,271543,4
Crystal Castles,"['alternative dance', 'bitpop', 'digital hardcore', 'indietronica', 'neo-synthpop', 'new rave', 'nintendocore']",Transgender,26ZzSLUJMmYp5u1hDELEWH,74,0.522,0.914,7,-8.285,1,0.0379,0.000164,0.847,0.24,0.0364,137.939,184760,3
David Bowie,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",Suffragette City - 2012 Remaster,6JJRI7aZEkqdPSL3eYQOhe,18,0.455,0.883,2,-9.159,1,0.0384,0.368,0.0,0.277,0.782,142.638,208413,4
Alex G,"['indie pop', 'philly indie']",Mary,5T0Ib1Hjhsua7qbGTczU7j,66,0.693,0.467,4,-9.558,0,0.043,0.0497,0.452,0.107,0.402,105.958,197733,4
Jonas Brothers,"['boy band', 'dance pop', 'pop', 'post-teen pop']",Year 3000,5g69PzEifpeiX7Ucr92iu8,27,0.659,0.857,11,-5.85,1,0.0437,0.0045,1.93e-06,0.335,0.798,106.965,201960,4
Cigarettes After Sex,"['ambient pop', 'dream pop', 'el paso indie', 'shoegaze']",Nothing's Gonna Hurt You Baby,3GhsBdS9ulPK3KCdwHRPhG,67,0.509,0.331,4,-14.083,1,0.0267,0.272,0.136,0.114,0.0957,96.848,286293,4
Small Faces,"['blues rock', 'british blues', 'british invasion', 'bubblegum pop', 'classic rock', 'classic uk pop', 'folk rock', 'freakbeat', 'merseybeat', 'protopunk', 'psychedelic rock', 'rock']",I Feel Much Better - 2012 Remaster,186eszVkFJZzhOIzLT5uLL,18,0.499,0.712,10,-8.236,1,0.0727,0.281,1.99e-06,0.123,0.424,127.446,235713,4
One Direction,"['boy band', 'pop', 'post-teen pop', 'talent show']",They Don't Know About Us,6M31fPFCYB8Job3MCjjrDV,76,0.514,0.727,0,-6.131,1,0.0492,0.126,0.0,0.0978,0.37,147.917,200400,4
David Bowie,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",Moonage Daydream - 2012 Remaster,3W8FGZsAODJJBRQMwccha6,20,0.56,0.605,11,-11.209,0,0.0348,0.0408,0.000162,0.0585,0.756,144.478,279693,4
Train,"['dance pop', 'neo mellow', 'pop', 'pop rock']",50 Ways to Say Goodbye,2NniAhAtkRACaMeYt48xlD,69,0.591,0.935,6,-2.664,1,0.0478,0.000284,0.000278,0.142,0.736,140.043,247947,4
Djjaner,[],The Year 2012,6TXwbQHaNJ1MPklrAbMpyC,0,0.482,0.788,8,-6.876,0,0.034,0.00626,0.00141,0.213,0.214,89.949,109333,4
Passion Pit,"['alternative dance', 'indie pop', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'pop rock']",Take a Walk,4Sfa7hdVkqlM8UW5LsSY3F,69,0.566,0.755,11,-5.526,1,0.0368,0.0338,0.0,0.315,0.445,101.006,264493,4
The Dukes of September,[],Reelin' In The Years - Live,1E5X65dpZTo2sMVse6Zx40,16,0.374,0.766,2,-12.241,1,0.132,0.566,0.0227,0.972,0.619,133.56,418799,4
Macklemore & Ryan Lewis,"['dance pop', 'pop', 'pop rap', 'seattle hip hop']",Can't Hold Us (feat. Ray Dalton),22skzmqfdWrjJylampe0kt,77,0.633,0.927,2,-4.468,1,0.0839,0.0267,0.0,0.0986,0.88,146.097,258432,4
60 Watt Kid,[],2012,6sN2t0yjosq5v3CDCYC58v,4,0.218,0.559,11,-10.54,1,0.0428,0.0445,0.0,0.444,0.102,170.495,257520,4
Katy Perry,"['dance pop', 'pop', 'post-teen pop']",Last Friday Night (T.G.I.F.),455AfCsOhhLPRc68sE01D8,75,0.649,0.815,3,-3.796,0,0.0415,0.00125,4.31e-05,0.671,0.765,126.03,230747,4
Milk & Sugar,"['deep house', 'disco house', 'funky house', 'funky tech house', 'house', 'munich electronic', 'vocal house']",Let the Sun Shine 2012 - Tocadisco Remix,6g1wWpgpAG2OhtQqFZbNT3,35,0.717,0.858,4,-6.061,0,0.0456,0.000754,0.828,0.0988,0.157,125.967,356755,4
Taylor Swift,['pop'],We Are Never Ever Getting Back Together,0VwNdo84DaVYLIkbVO86ND,74,0.628,0.676,7,-5.911,1,0.0916,0.00957,2.65e-05,0.121,0.75,85.984,193147,4
WeAreAdrian,[],2012,0ePTXfqZ4h4W8FyKUIg1fr,14,0.627,0.654,1,-9.241,1,0.32,0.0109,0.0,0.241,0.536,123.843,177711,5
Justin Bieber,"['canadian pop', 'pop']",Beauty And A Beat,190jyVPHYjAqEaOGmMzdyk,74,0.602,0.843,0,-4.831,1,0.0593,0.000688,5.27e-05,0.0682,0.526,128.003,227987,4
Armin van Buuren ASOT Radio,[],Suddenly Summer (Mix Cut) - Original Mix,4QctLcdwEgwwdLc8ebDbKe,20,0.499,0.913,7,-5.772,1,0.05,0.000123,0.557,0.312,0.436,132.03,94573,4
Frank Ocean,"['hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']",Pink Matter,1fOkmYW3ZFkkjIdOZSf596,69,0.392,0.233,11,-11.012,0,0.0587,0.951,0.000322,0.106,0.494,176.569,268813,3
Otmar Eros,[],"Year 2016:, Pt. 2",3DfKQFbKLYCnzluGint477,16,0.139,0.0829,0,-20.026,1,0.0822,0.601,0.975,0.0869,0.0363,61.692,144149,4
MARINA,"['dance pop', 'electropop', 'metropopolis', 'pop', 'uk alternative pop']",How to Be a Heartbreaker,2sEk5R8ErGIFxbZ7rX6S2S,71,0.69,0.897,11,-4.696,0,0.0506,0.0142,0.0,0.108,0.849,140.05,221493,4
A.K.A. Pella,['jewish pop'],Everything but the Kitchen Sink,5BXjHd5qr0qRIszDuqJy7t,17,0.472,0.725,0,-6.211,1,0.0497,0.0146,0.0,0.0677,0.505,118.438,357787,4
The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",The Morning,6u0dQik0aif7FQlrhycG1L,70,0.652,0.549,6,-7.555,0,0.039,0.317,0.0,0.104,0.186,120.073,312427,4
That's Outrageous!,"['post-post-hardcore', 'post-screamo', 'screamo', 'trancecore']",Is It 2012 Yet?,5kaIIAQVk7fm0IOuUyxMJz,13,0.631,0.877,11,-7.114,0,0.093,0.0016,0.0,0.217,0.599,133.013,166440,4
Pierce The Veil,"['metalcore', 'modern rock', 'pop punk', 'rock']",Bulls In The Bronx,23UoI3jlFiWdo5jadUYo69,67,0.472,0.925,6,-3.545,0,0.15,0.000394,0.000528,0.0826,0.338,159.989,267867,4
David Bowie,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']","John, I'm Only Dancing - Sax Version; 2012 Remaster",2Jm0xXjnsQccN2nkT1gbUs,18,0.267,0.62,0,-12.765,1,0.0475,0.0625,1.29e-06,0.062,0.658,159.979,165540,4
One Direction,"['boy band', 'pop', 'post-teen pop', 'talent show']",Live While We're Young,6Vh03bkEfXqekWp7Y1UBRb,74,0.663,0.857,2,-2.16,1,0.0544,0.0542,0.0,0.144,0.931,126.039,200213,4
Edgar Froese,"['berlin school', 'krautrock']",Maroubra Bay - 2012 Remaster,2ldvSITid5A6zH2HtVwf9r,16,0.201,0.305,4,-17.768,1,0.0429,0.948,0.893,0.125,0.0326,122.87,1020787,4
Lord Huron,"['indie folk', 'stomp and holler']",Ends of the Earth,4yyg2J2uXOjCtCyT64984C,68,0.555,0.584,4,-8.667,1,0.0301,0.274,0.0228,0.254,0.41,120.965,284147,4
Bausa,['german hip hop'],2012,6bM4daGlfZHtKMQp8tEqVz,56,0.805,0.619,5,-7.907,0,0.0771,0.218,0.0,0.114,0.476,98.995,170200,4
Macklemore & Ryan Lewis,"['dance pop', 'pop', 'pop rap', 'seattle hip hop']",Thrift Shop (feat. Wanz),6CjtS2JZH9RkDz5UVInsa9,74,0.781,0.526,6,-6.986,0,0.293,0.0633,0.0,0.0457,0.665,94.993,235613,4
A.K.A. Pella,['jewish pop'],Siman Tov,3OhHjw7BdTVGyL1BqZHmTz,16,0.645,0.597,10,-7.394,1,0.0513,0.0256,0.0,0.117,0.467,92.946,209253,4
Easton Corbin,"['contemporary country', 'country', 'country road', 'modern country rock']",All Over The Road,6XD3HMATLswheYevIfKkSi,65,0.491,0.841,5,-3.579,1,0.0421,0.0471,0.0,0.0886,0.721,199.851,163067,4
Suffused,[],Year 2008 - Alfoa Remix,4QZwaSq2jMOg5CXBX4doeW,5,0.656,0.755,2,-8.491,1,0.0368,0.00254,0.845,0.259,0.146,127.019,529408,4
Katy Perry,"['dance pop', 'pop', 'post-teen pop']",Firework,4lCv7b86sLynZbXhfScfm2,72,0.638,0.826,8,-4.968,1,0.0479,0.139,0.0,0.0803,0.649,124.072,227880,4
Teen Suicide,"['indie pop', 'lo-fi emo', 'lo-fi indie']",New Years Eve (2012 demo),6nButV01Bdu7Y3Zvt0QAev,11,0.288,0.421,4,-6.422,1,0.0328,0.387,0.786,0.158,0.648,91.168,99393,4
One Direction,"['boy band', 'pop', 'post-teen pop', 'talent show']",Kiss You,4My8w8AA1JpG6E5SiAPvJL,74,0.637,0.93,4,-2.632,1,0.0511,0.0177,0.0,0.452,0.886,90.014,182867,4
Otmar Eros,[],"Year 2016:, Pt. 1",48Mk9nvXiHZ9eSDqkX8sSZ,17,0.474,0.0185,10,-31.5,1,0.0524,0.989,0.925,0.0601,0.0227,75.068,59443,3
Joey Bada$$,"['conscious hip hop', 'hip hop', 'rap', 'underground hip hop']",Survival Tactics,4pNT8XTKWb2vhcsqwzdXCT,68,0.53,0.843,1,-2.271,1,0.39,0.428,0.0,0.164,0.919,199.946,202785,4
Armin van Buuren ASOT Radio,[],The Year Of Two (Mix Cut) - Intro,2sBV7dsN04f4QhiFOlebm7,14,0.336,0.616,10,-11.676,0,0.0772,0.00772,2.44e-05,0.776,0.246,85.361,89827,4
Tame Impala,"['australian psych', 'neo-psychedelic']",Elephant,6qZjm61s6u8Ead9sWxCDro,71,0.598,0.553,9,-6.742,0,0.0397,0.562,0.157,0.257,0.533,123.075,211227,4
Alex Goot,"['channel pop', 'post-teen pop', 'viral pop']",2012,7uAre7JueIn4GNbbw4Dq6f,12,0.562,0.665,0,-5.548,1,0.0286,0.28,0.0,0.126,0.526,127.036,197251,4
Justin Bieber,"['canadian pop', 'pop']",Boyfriend,3UGIZ8qcrMTwzLbx6Kttqt,73,0.717,0.55,10,-6.019,0,0.0521,0.0358,0.00196,0.126,0.332,96.976,171333,4
Brennan Heart,"['classic hardstyle', 'euphoric hardstyle', 'rawstyle']",We Can Escape (Intents Anthem 2012),3OVuovww8qlRTlZXlKAE14,32,0.57,0.897,2,-6.187,0,0.0418,0.00593,1.19e-05,0.0919,0.0815,149.978,166400,4
Justin Bieber,"['canadian pop', 'pop']",Beauty And A Beat,6QFCMUUq1T2Vf5sFUXcuQ7,71,0.601,0.843,0,-4.87,1,0.0593,0.000704,5.27e-05,0.0681,0.534,128.002,227987,4
Fly By Nightcore,['nightcore'],2012 (It Ain't The End),08RRC7mxvF8Ie4FHgyFfPW,6,0.399,0.731,3,-4.388,1,0.0391,0.357,0.0,0.13,0.53,75.63,166527,4
Sleeping At Last,"['ambient worship', 'chamber pop', 'pop']",Turning Page,2kfGoV9a5dbSKCNmUWH2ZF,71,0.307,0.371,3,-8.498,1,0.0288,0.923,0.0253,0.11,0.189,115.241,255893,3
A.K.A. Pella,['jewish pop'],"Halaila aka ""Night"" Rider",1ZxAHlmER5WzhOYGoQCqpV,15,0.752,0.877,7,-6.634,1,0.0578,0.0351,0.0,0.0863,0.595,112.0,172960,4
Tyga,"['dance pop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Rack City,0srwKuJPH8yBzzFUJMBQM2,65,0.929,0.339,1,-10.881,1,0.371,0.0373,1.96e-05,0.187,0.273,98.986,203200,4
Prozak,"['horrorcore', 'rap rock']",2012,0dWkxutU3uqvKEn5BvacGL,10,0.445,0.822,9,-7.436,1,0.433,0.125,0.0,0.236,0.663,83.201,261102,4
Mac Miller,"['hip hop', 'pittsburgh rap', 'rap']",Fight the Feeling,2w9htZtkcbR48NCWzXjfvb,67,0.569,0.881,11,-5.873,0,0.365,0.111,0.0,0.655,0.811,148.067,301769,4
Keith Emerson,"['album rock', 'art rock', 'jazz fusion', 'progressive rock', 'psychedelic rock', 'rock keyboard', 'symphonic rock']",Tarkus (i. Eruption / ii. Stones of Years / iii. Iconoclast / iv. Mass / v. Manticore / vi. Battlefield / vii. Aquatarkus) [2012 Remastered Version],53XV0umjeHpsobMTPzcwc3,17,0.456,0.566,5,-11.494,1,0.0466,0.0148,0.084,0.118,0.465,131.654,1238240,4
Dierks Bentley,"['contemporary country', 'country', 'country road']",5-1-5-0,2WKCH4ISejDV9ad7iPp5XU,65,0.554,0.849,1,-5.181,0,0.0357,0.0246,0.000233,0.31,0.683,116.992,182893,4
Piano Project,['piano cover'],One More Night,2Fgmun54Tt1lDfHOssxlVE,12,0.652,0.435,10,-16.496,1,0.0508,0.979,0.897,0.0954,0.523,94.977,134536,4
One Direction,"['boy band', 'pop', 'post-teen pop', 'talent show']",One Thing,5G2c6FsfTzgYUzageCmfXY,73,0.713,0.718,2,-3.806,1,0.0278,0.00233,0.0,0.0838,0.656,126.999,197600,4
Paul Simon,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'permanent wave', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']","Still Crazy After All These Years - Live at Hyde Park, London, UK - July 2012",3EH0f8p6ixeN0agJCSZz9R,16,0.23,0.466,0,-10.252,1,0.0455,0.211,2.06e-05,0.978,0.244,79.686,251400,5
Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",Money Trees,0AOvNRgl0SMfOibWA5bP8o,64,0.716,0.531,7,-7.355,1,0.122,0.0703,0.0,0.224,0.344,71.994,386907,4
Suffused,[],Year 2008 - Ultimate Progress Late Night Mix,6v4F3hkMO3SfZop49ZQGhN,7,0.632,0.768,11,-8.94,0,0.0363,0.0218,0.829,0.0997,0.107,123.987,565166,4
